Transaction Date,Store ID,RewardsID,Prod Num,Sale Amount
1/1/2022,823,280,105433-M,32.64
1/1/2022,823,104,105434-S,2.88
1/1/2022,824,,105337-IT,1301.88
1/1/2022,826,513,105435-A,18
1/1/2022,826,,105436-S,4.32
1/1/2022,827,122,105274-IT,296.6
1/1/2022,828,,105437-T,187.25
1/1/2022,832,,105438-A,28.92
1/1/2022,833,,105439-M,48
1/1/2022,833,,105440-M,57.7
1/1/2022,834,,105441-S,7.85
1/1/2022,835,,105272-IT,312.7
1/1/2022,835,,105442-A,63.7
1/1/2022,835,,105443-M,9.09
1/1/2022,835,,105352-M,47.61
1/1/2022,835,,105421-S,9.95
1/1/2022,836,,105444-S,2.4
1/1/2022,838,,105445-T,178.6
1/1/2022,840,,105315-IT,34.43
1/1/2022,842,,105346-IT,318.96
1/1/2022,843,47,105349-M,8
1/1/2022,844,,105446-B,12.7
1/1/2022,845,,105447-M,50.96
1/1/2022,845,,105418-B,20.36
1/1/2022,846,,105448-M,6
1/1/2022,847,,105357-T,195.3
1/1/2022,847,,105449-A,24.2
1/1/2022,849,,105450-T,226.79
1/1/2022,850,,105451-S,6.52
1/1/2022,851,,105452-M,28
1/1/2022,853,,105453-T,159.58
1/1/2022,865,,105370-S,8.45
1/1/2022,867,,105330-IT,1376.44
1/1/2022,867,,105371-T,216.9
1/1/2022,870,,105372-S,7.85
1/1/2022,871,,105373-T,88.42
1/1/2022,871,,105374-B,20.36
1/1/2022,872,,105375-S,6.85
1/1/2022,902,,105454-M,14
1/1/2022,904,,105326-IT,1717.7
1/1/2022,906,,105347-IT,837.52
1/1/2022,906,,105348-IT,29.81
1/1/2022,906,,105432-S,6.02
1/1/2022,907,,105413-A,57.7
1/1/2022,908,328,105337-IT,1301.88
1/1/2022,908,,105445-T,178.6
1/1/2022,909,,105455-S,10.1
1/1/2022,910,,105456-T,60.72
1/2/2022,701,383,105464-M,13
1/2/2022,702,,105303-IT,76.86
1/2/2022,703,,105465-A,23.44
1/2/2022,704,,105406-M,57.12
1/2/2022,706,,105466-S,9.95
1/2/2022,708,,105467-S,6.02
1/2/2022,709,307,105382-T,67.85
1/2/2022,709,,105468-S,17.7
1/2/2022,711,,105469-M,14.6
1/2/2022,711,,105470-S,9.45
1/2/2022,712,389,105471-S,7.85
1/2/2022,713,,105472-S,6.02
1/2/2022,714,267,105473-M,12
1/2/2022,715,,105474-A,6
1/2/2022,716,437,105475-M,29.3
1/2/2022,717,,105307-IT,75.88
1/2/2022,718,,105331-IT,1294.3
1/2/2022,719,,105355-B,24.28
1/2/2022,720,,105482-T,241.4
1/2/2022,720,,105473-M,12
1/2/2022,721,,105432-S,6.02
1/2/2022,722,,105373-T,88.42
1/2/2022,722,,105382-T,67.85
1/2/2022,724,,105457-IT,29.81
1/2/2022,724,,105483-B,12.12
1/2/2022,725,,105484-A,28.92
1/2/2022,725,,105485-T,205.8
1/2/2022,725,61,105370-S,8.45
1/2/2022,726,,105486-S,19.36
1/2/2022,727,,105458-IT,637.52
1/2/2022,728,394,105459-IT,393.21
1/2/2022,728,,105424-T,192.26
1/2/2022,730,,105460-IT,72.5
1/2/2022,730,,105487-S,9.95
1/2/2022,730,,105486-S,19.36
1/2/2022,732,,105461-IT,132.9
1/2/2022,733,,105376-M,44.5
1/2/2022,735,,105288-IT,119.81
1/2/2022,736,,105262-IT,603.5
1/2/2022,736,506,105289-IT,119.28
1/2/2022,736,,105347-IT,837.52
1/2/2022,736,,105280-IT,254.9
1/2/2022,736,,105319-IT,30.16
1/2/2022,736,,105462-IT,109.22
1/2/2022,736,,105266-IT,367.08
1/2/2022,736,,105488-T,164.2
1/2/2022,736,,105379-A,28
1/2/2022,736,,105489-S,2.4
1/2/2022,736,,105490-B,28.92
1/2/2022,736,,105491-T,253.4
1/2/2022,736,,105492-S,17.7
1/2/2022,736,,105493-B,225.45
1/2/2022,736,,105494-T,157.28
1/2/2022,736,,105478-B,17.7
1/2/2022,736,216,105495-A,13
1/2/2022,736,,105382-T,67.85
1/2/2022,736,,105496-M,28.92
1/2/2022,736,,105469-M,14.6
1/2/2022,736,,105497-M,61.14
1/2/2022,736,,105498-M,39.72
1/2/2022,736,,105480-M,12
1/2/2022,736,,105499-M,12.3
1/2/2022,736,,105500-S,20.36
1/2/2022,736,,105378-T,155.6
1/2/2022,736,,105371-T,216.9
1/2/2022,736,,105501-A,52.4
1/2/2022,736,,105502-B,23.44
1/2/2022,736,,105503-S,9.45
1/2/2022,736,,105468-S,17.7
1/2/2022,736,,105504-A,32.64
1/2/2022,736,,105505-B,25.45
1/2/2022,736,,105506-B,17.7
1/2/2022,736,42,105507-A,40.55
1/2/2022,736,,105508-S,9.09
1/2/2022,737,,105373-T,88.42
1/2/2022,801,243,105262-IT,603.5
1/2/2022,801,,105278-IT,272.24
1/2/2022,801,,105509-A,12
1/2/2022,802,,105257-IT,715
1/2/2022,802,,105510-T,166
1/2/2022,803,,105284-IT,207.85
1/2/2022,804,,105338-IT,1317.7
1/2/2022,804,,105346-IT,318.96
1/2/2022,805,,105511-M,24.33
1/2/2022,807,,105343-IT,1257.12
1/2/2022,807,,105512-B,28.92
1/2/2022,808,,105513-A,57.12
1/2/2022,810,,105306-IT,76.36
1/2/2022,811,,105514-T,263.88
1/2/2022,811,,105371-T,216.9
1/2/2022,815,,105515-A,26.52
1/2/2022,816,,105516-M,18
1/2/2022,817,184,105457-IT,29.81
1/2/2022,817,321,105365-T,221.48
1/2/2022,818,,105517-S,7.85
1/2/2022,819,,105313-IT,68.88
1/2/2022,820,,105463-IT,265.07
1/2/2022,821,,105518-M,20.36
1/2/2022,822,,105519-A,44.5
1/2/2022,823,,105439-M,48
1/2/2022,824,,105520-S,10.1
1/2/2022,825,,105382-T,67.85
1/2/2022,828,,105312-IT,68.88
1/2/2022,828,,105348-IT,29.81
1/2/2022,829,,105521-M,24.2
1/2/2022,830,,105461-IT,132.9
1/2/2022,830,,105522-A,7
1/2/2022,832,,105523-M,12.15
1/2/2022,833,,105389-S,12.4
1/2/2022,833,,105524-M,44
1/2/2022,835,515,105519-A,44.5
1/2/2022,835,,105384-A,23.44
1/2/2022,836,,105282-IT,237.28
1/2/2022,836,214,105525-T,204.58
1/2/2022,836,,105421-S,9.95
1/2/2022,841,,105358-A,14
1/2/2022,843,,105526-S,19.36
1/2/2022,843,,105527-T,228.3
1/2/2022,844,,105265-IT,375.24
1/2/2022,847,,105346-IT,318.96
1/2/2022,847,,105528-A,24.28
1/2/2022,847,,105478-B,17.7
1/2/2022,848,139,105356-S,13.13
1/2/2022,849,,105529-M,16.6
1/2/2022,851,,105382-T,67.85
1/2/2022,865,,105476-M,6
1/2/2022,866,,105274-IT,296.6
1/2/2022,867,,105477-S,7.85
1/2/2022,868,441,105478-B,17.7
1/2/2022,870,,105479-A,20.36
1/2/2022,872,,105480-M,12
1/2/2022,872,231,105481-T,74.5
1/2/2022,901,29,105487-S,9.95
1/2/2022,902,,105431-M,24.28
1/2/2022,902,,105530-B,20.36
1/2/2022,904,444,105531-A,57.7
1/2/2022,904,,105532-A,51.96
1/2/2022,905,,105302-IT,77.36
1/2/2022,905,,105522-A,7
1/2/2022,907,,105533-M,26.4
1/2/2022,908,,105534-T,230.7
1/2/2022,908,,105535-A,66
1/2/2022,908,,105536-M,40.55
1/2/2022,909,,105535-A,66
1/2/2022,910,,105537-B,24.28
1/2/2022,911,,105257-IT,715
1/3/2022,701,,105325-IT,1717.7
1/3/2022,703,,105423-M,40.55
1/3/2022,705,,105333-IT,1292
1/3/2022,705,,105542-A,12.3
1/3/2022,706,,105325-IT,1717.7
1/3/2022,706,,105459-IT,393.21
1/3/2022,709,,105348-IT,29.81
1/3/2022,709,,105543-S,2.88
1/3/2022,710,,105390-A,8
1/3/2022,712,,105387-A,27.52
1/3/2022,713,,105389-S,12.4
1/3/2022,716,41,105544-T,214.32
1/3/2022,716,,105545-T,157.28
1/3/2022,718,,105375-S,6.85
1/3/2022,719,,105356-S,13.13
1/3/2022,720,,105363-M,19.48
1/3/2022,721,62,105552-S,7.85
1/3/2022,722,,105552-S,7.85
1/3/2022,723,,105447-M,50.96
1/3/2022,724,,105553-T,134.8
1/3/2022,724,,105554-T,232.4
1/3/2022,725,439,105512-B,28.92
1/3/2022,727,,105525-T,204.58
1/3/2022,727,,105555-M,33.1
1/3/2022,727,,105511-M,24.33
1/3/2022,728,,105301-IT,77.81
1/3/2022,728,,105556-A,39.75
1/3/2022,728,,105557-S,6.85
1/3/2022,729,,105408-S,4.32
1/3/2022,730,,105307-IT,75.88
1/3/2022,730,,105490-B,28.92
1/3/2022,731,,105294-IT,108.33
1/3/2022,731,,105558-M,8
1/3/2022,732,499,105465-A,23.44
1/3/2022,732,,105559-S,10.16
1/3/2022,733,,105400-B,76.4
1/3/2022,733,,105560-M,8
1/3/2022,733,,105358-A,14
1/3/2022,735,,105561-S,20.36
1/3/2022,736,,105253-IT,801.88
1/3/2022,736,,105344-IT,265.07
1/3/2022,736,,105459-IT,393.21
1/3/2022,736,,105538-IT,76.36
1/3/2022,736,,105324-IT,1294.3
1/3/2022,736,,105330-IT,1376.44
1/3/2022,736,430,105461-IT,132.9
1/3/2022,736,,105270-IT,336.48
1/3/2022,736,,105539-IT,30.62
1/3/2022,736,,105269-IT,343.97
1/3/2022,736,,105362-B,17.7
1/3/2022,736,,105553-T,134.8
1/3/2022,736,,105559-S,10.16
1/3/2022,736,,105562-B,25.45
1/3/2022,736,,105489-S,2.4
1/3/2022,736,,105492-S,17.7
1/3/2022,736,,105394-A,50.96
1/3/2022,736,,105563-T,171.9
1/3/2022,736,,105357-T,195.3
1/3/2022,736,,105564-S,12.12
1/3/2022,736,,105565-T,182.25
1/3/2022,736,,105566-A,39.72
1/3/2022,736,,105567-B,26.52
1/3/2022,736,,105469-M,14.6
1/3/2022,736,,105568-M,24
1/3/2022,736,,105569-M,6
1/3/2022,736,,105440-M,57.7
1/3/2022,736,,105386-M,25
1/3/2022,736,,105570-M,36.15
1/3/2022,736,429,105571-M,52.4
1/3/2022,736,,105521-M,24.2
1/3/2022,736,,105558-M,8
1/3/2022,736,126,105431-M,24.28
1/3/2022,736,,105572-B,24.28
1/3/2022,736,,105573-B,76.52
1/3/2022,736,,105375-S,6.85
1/3/2022,736,,105547-A,24
1/3/2022,736,,105574-A,13.13
1/3/2022,736,,105575-T,165.5
1/3/2022,736,,105576-S,2.4
1/3/2022,736,,105577-T,215.77
1/3/2022,736,,105409-A,36.15
1/3/2022,736,,105411-S,20.36
1/3/2022,736,,105578-S,9.09
1/3/2022,736,,105579-B,74.28
1/3/2022,736,,105580-B,28.36
1/3/2022,736,,105581-B,12.7
1/3/2022,736,,105582-B,45.45
1/3/2022,736,,105583-B,24.2
1/3/2022,736,,105584-B,24.28
1/3/2022,736,,105585-B,74.28
1/3/2022,736,,105586-A,8
1/3/2022,737,,105369-T,228.3
1/3/2022,738,,105316-IT,33.13
1/3/2022,738,,105587-S,6.02
1/3/2022,801,,105398-A,52.96
1/3/2022,801,,105588-S,9.45
1/3/2022,802,,105408-S,4.32
1/3/2022,803,,105589-M,23.44
1/3/2022,803,,105590-T,187.44
1/3/2022,804,,105591-S,9.95
1/3/2022,805,,105540-IT,69.11
1/3/2022,806,504,105336-IT,1317.7
1/3/2022,806,,105292-IT,113.82
1/3/2022,806,,105298-IT,102.09
1/3/2022,807,,105592-M,26.52
1/3/2022,808,,105593-S,20.36
1/3/2022,809,280,105261-IT,622.32
1/3/2022,809,,105594-T,144.4
1/3/2022,809,,105429-T,71.8
1/3/2022,810,103,105286-IT,126.18
1/3/2022,810,,105588-S,9.45
1/3/2022,811,,105595-S,12.4
1/3/2022,812,,105596-S,12.88
1/3/2022,812,,105440-M,57.7
1/3/2022,814,,105282-IT,237.28
1/3/2022,814,,105250-IT,837.28
1/3/2022,815,,105597-S,14.32
1/3/2022,816,490,105516-M,18
1/3/2022,817,,105510-T,166
1/3/2022,817,,105382-T,67.85
1/3/2022,817,,105592-M,26.52
1/3/2022,818,,105598-T,206.16
1/3/2022,818,,105358-A,14
1/3/2022,820,,105457-IT,29.81
1/3/2022,821,,105570-M,36.15
1/3/2022,823,,105599-S,8.36
1/3/2022,824,67,105375-S,6.85
1/3/2022,824,,105600-S,9.95
1/3/2022,825,,105601-M,112
1/3/2022,828,,105602-S,8.45
1/3/2022,830,,105328-IT,1250.96
1/3/2022,830,,105423-M,40.55
1/3/2022,830,,105603-T,178.8
1/3/2022,831,,105348-IT,29.81
1/3/2022,832,,105541-IT,68.88
1/3/2022,832,,105604-T,122.21
1/3/2022,834,,105276-IT,281.43
1/3/2022,834,,105397-S,5.24
1/3/2022,835,,105409-A,36.15
1/3/2022,836,,105605-M,24.28
1/3/2022,838,,105256-IT,752.82
1/3/2022,838,284,105585-B,74.28
1/3/2022,842,,105606-M,27.52
1/3/2022,842,,105607-M,12.3
1/3/2022,842,375,105608-A,12.15
1/3/2022,843,,105609-S,20.36
1/3/2022,844,,105610-A,10.1
1/3/2022,845,,105611-S,2.4
1/3/2022,849,,105612-B,74.28
1/3/2022,849,,105613-T,219.3
1/3/2022,850,,105325-IT,1717.7
1/3/2022,850,,105614-A,20.36
1/3/2022,851,,105335-IT,1257.12
1/3/2022,852,,105615-B,28.92
1/3/2022,853,454,105424-T,192.26
1/3/2022,866,,105323-IT,28.69
1/3/2022,866,,105546-T,212.32
1/3/2022,866,,105547-A,24
1/3/2022,867,416,105548-M,6
1/3/2022,868,,105261-IT,622.32
1/3/2022,869,,105307-IT,75.88
1/3/2022,869,,105426-M,10.1
1/3/2022,870,,105549-S,4.32
1/3/2022,870,,105550-B,17.7
1/3/2022,872,,105551-T,188.12
1/3/2022,901,,105449-A,24.2
1/3/2022,902,,105302-IT,77.36
1/3/2022,903,,105616-S,19.36
1/3/2022,903,,105448-M,6
1/3/2022,905,,105298-IT,102.09
1/3/2022,905,,105525-T,204.58
1/3/2022,905,,105617-M,57.7
1/3/2022,905,,105618-M,27.61
1/3/2022,905,,105577-T,215.77
1/3/2022,907,,105250-IT,837.28
1/3/2022,908,,105287-IT,126.18
1/4/2022,701,,105320-IT,30.16
1/4/2022,701,,105296-IT,107.06
1/4/2022,702,,105268-IT,346.68
1/4/2022,702,,105402-S,2.4
1/4/2022,703,,105293-IT,113.43
1/4/2022,705,,105619-T,144
1/4/2022,705,,105620-M,24.28
1/4/2022,707,,105462-IT,109.22
1/4/2022,709,,105324-IT,1294.3
1/4/2022,709,,105303-IT,76.86
1/4/2022,709,,105385-M,27.52
1/4/2022,710,,105474-A,6
1/4/2022,711,,105616-S,19.36
1/4/2022,712,,105621-T,241.4
1/4/2022,712,,105622-T,52.9
1/4/2022,714,352,105465-A,23.44
1/4/2022,715,,105623-A,50.96
1/4/2022,716,,105528-A,24.28
1/4/2022,718,,105454-M,14
1/4/2022,718,,105384-A,23.44
1/4/2022,719,,105557-S,6.85
1/4/2022,720,,105261-IT,622.32
1/4/2022,720,,105609-S,20.36
1/4/2022,722,,105602-S,8.45
1/4/2022,724,,105298-IT,102.09
1/4/2022,724,,105625-M,51.96
1/4/2022,725,,105595-S,12.4
1/4/2022,726,,105626-S,6.02
1/4/2022,728,,105627-S,2.88
1/4/2022,729,,105484-A,28.92
1/4/2022,730,134,105340-IT,1291.71
1/4/2022,731,,105405-M,61.14
1/4/2022,732,,105620-M,24.28
1/4/2022,733,,105606-M,27.52
1/4/2022,733,,105628-M,24.28
1/4/2022,734,,105627-S,2.88
1/4/2022,736,,105333-IT,1292
1/4/2022,736,447,105300-IT,77.81
1/4/2022,736,,105313-IT,68.88
1/4/2022,736,,105343-IT,1257.12
1/4/2022,736,,105273-IT,303.52
1/4/2022,736,,105540-IT,69.11
1/4/2022,736,135,105302-IT,77.36
1/4/2022,736,,105308-IT,75.42
1/4/2022,736,,105629-B,15.24
1/4/2022,736,,105422-T,116.2
1/4/2022,736,,105630-B,40.36
1/4/2022,736,399,105631-A,6
1/4/2022,736,,105632-T,217.34
1/4/2022,736,,105535-A,66
1/4/2022,736,,105633-B,24.2
1/4/2022,736,,105359-B,23.44
1/4/2022,736,,105634-B,24.28
1/4/2022,736,,105635-T,209.24
1/4/2022,736,,105636-S,12.32
1/4/2022,736,,105486-S,19.36
1/4/2022,736,,105400-B,76.4
1/4/2022,736,,105564-S,12.12
1/4/2022,736,,105425-M,66
1/4/2022,736,,105570-M,36.15
1/4/2022,736,,105637-M,57.7
1/4/2022,736,,105638-M,12.15
1/4/2022,736,,105431-M,24.28
1/4/2022,736,,105448-M,6
1/4/2022,736,,105639-M,39.75
1/4/2022,736,,105407-T,223.8
1/4/2022,736,,105572-B,24.28
1/4/2022,736,,105537-B,24.28
1/4/2022,736,,105501-A,52.4
1/4/2022,736,,105369-T,228.3
1/4/2022,736,,105640-S,13.13
1/4/2022,736,,105481-T,74.5
1/4/2022,736,,105641-A,26.52
1/4/2022,736,,105642-B,20.32
1/4/2022,736,,105643-A,12
1/4/2022,737,,105590-T,187.44
1/4/2022,739,,105522-A,7
1/4/2022,739,,105365-T,221.48
1/4/2022,801,,105517-S,7.85
1/4/2022,804,309,105577-T,215.77
1/4/2022,804,,105413-A,57.7
1/4/2022,804,,105644-A,16.6
1/4/2022,805,,105415-A,61.14
1/4/2022,806,,105645-B,27.52
1/4/2022,807,,105279-IT,272.24
1/4/2022,807,,105646-M,57.7
1/4/2022,808,,105305-IT,76.36
1/4/2022,808,,105587-S,6.02
1/4/2022,809,,105457-IT,29.81
1/4/2022,810,,105450-T,226.79
1/4/2022,811,,105253-IT,801.88
1/4/2022,811,,105459-IT,393.21
1/4/2022,811,517,105486-S,19.36
1/4/2022,813,,105647-B,17.7
1/4/2022,814,,105338-IT,1317.7
1/4/2022,814,,105553-T,134.8
1/4/2022,815,,105323-IT,28.69
1/4/2022,815,,105648-B,26.4
1/4/2022,817,,105560-M,8
1/4/2022,819,,105513-A,57.12
1/4/2022,822,119,105649-A,57.12
1/4/2022,825,,105280-IT,254.9
1/4/2022,826,,105468-S,17.7
1/4/2022,827,,105278-IT,272.24
1/4/2022,828,163,105440-M,57.7
1/4/2022,828,,105570-M,36.15
1/4/2022,828,,105588-S,9.45
1/4/2022,829,,105622-T,52.9
1/4/2022,831,,105650-M,65.5
1/4/2022,832,,105636-S,12.32
1/4/2022,833,,105267-IT,355.92
1/4/2022,834,,105622-T,52.9
1/4/2022,836,,105651-S,9.09
1/4/2022,836,,105511-M,24.33
1/4/2022,838,166,105331-IT,1294.3
1/4/2022,841,47,105626-S,6.02
1/4/2022,842,,105652-S,10.16
1/4/2022,844,,105653-M,11
1/4/2022,845,,105265-IT,375.24
1/4/2022,847,,105394-A,50.96
1/4/2022,847,,105654-T,152.4
1/4/2022,847,,105496-M,28.92
1/4/2022,848,,105252-IT,815
1/4/2022,850,,105545-T,157.28
1/4/2022,852,,105320-IT,30.16
1/4/2022,852,,105655-M,61.14
1/4/2022,865,,105339-IT,1161.14
1/4/2022,867,,105624-M,57.12
1/4/2022,868,,105462-IT,109.22
1/4/2022,868,,105554-T,232.4
1/4/2022,871,,105326-IT,1717.7
1/4/2022,903,,105616-S,19.36
1/4/2022,903,77,105518-M,20.36
1/4/2022,904,,105631-A,6
1/4/2022,904,,105656-S,12.7
1/4/2022,905,,105269-IT,343.97
1/4/2022,905,461,105454-M,14
1/4/2022,906,,105657-T,145.97
1/4/2022,906,,105565-T,182.25
1/4/2022,906,,105358-A,14
1/4/2022,907,,105452-M,28
1/4/2022,908,,105310-IT,71.74
1/4/2022,908,,105254-IT,798.8
1/4/2022,909,,105519-A,44.5
1/4/2022,910,,105575-T,165.5
1/4/2022,910,,105658-B,20.36
1/5/2022,701,,105659-A,48
1/5/2022,701,,105524-M,44
1/5/2022,702,,105568-M,24
1/5/2022,703,,105457-IT,29.81
1/5/2022,704,,105414-S,6.02
1/5/2022,705,,105653-M,11
1/5/2022,705,,105660-A,47.61
1/5/2022,706,,105570-M,36.15
1/5/2022,709,255,105661-T,111.9
1/5/2022,709,,105662-T,132.3
1/5/2022,710,,105463-IT,265.07
1/5/2022,711,,105435-A,18
1/5/2022,715,,105354-T,133.1
1/5/2022,715,,105663-M,52.96
1/5/2022,716,,105290-IT,114.71
1/5/2022,717,,105407-T,223.8
1/5/2022,719,,105666-A,27.61
1/5/2022,720,,105667-M,7
1/5/2022,721,,105298-IT,102.09
1/5/2022,721,,105549-S,4.32
1/5/2022,721,195,105668-S,7.85
1/5/2022,722,,105669-M,12
1/5/2022,723,,105312-IT,68.88
1/5/2022,723,,105670-M,20.36
1/5/2022,724,,105671-B,20.36
1/5/2022,727,,105672-B,26.52
1/5/2022,728,,105261-IT,622.32
1/5/2022,729,,105672-B,26.52
1/5/2022,730,,105492-S,17.7
1/5/2022,731,,105270-IT,336.48
1/5/2022,731,,105462-IT,109.22
1/5/2022,731,,105259-IT,698.8
1/5/2022,734,,105254-IT,798.8
1/5/2022,735,,105296-IT,107.06
1/5/2022,735,,105610-A,10.1
1/5/2022,736,,105291-IT,114.71
1/5/2022,736,,105262-IT,603.5
1/5/2022,736,,105297-IT,107.06
1/5/2022,736,,105328-IT,1250.96
1/5/2022,736,,105459-IT,393.21
1/5/2022,736,,105313-IT,68.88
1/5/2022,736,,105280-IT,254.9
1/5/2022,736,,105250-IT,837.28
1/5/2022,736,,105294-IT,108.33
1/5/2022,736,,105422-T,116.2
1/5/2022,736,,105673-T,232.4
1/5/2022,736,,105562-B,25.45
1/5/2022,736,,105492-S,17.7
1/5/2022,736,,105484-A,28.92
1/5/2022,736,,105631-A,6
1/5/2022,736,,105674-T,193.25
1/5/2022,736,,105478-B,17.7
1/5/2022,736,,105675-B,28.92
1/5/2022,736,,105349-M,8
1/5/2022,736,,105499-M,12.3
1/5/2022,736,,105607-M,12.3
1/5/2022,736,,105511-M,24.33
1/5/2022,736,,105558-M,8
1/5/2022,736,,105676-A,6
1/5/2022,736,,105485-T,205.8
1/5/2022,736,,105677-A,61.14
1/5/2022,736,,105561-S,20.36
1/5/2022,736,,105678-A,12.3
1/5/2022,736,,105451-S,6.52
1/5/2022,736,,105679-T,134.8
1/5/2022,736,28,105358-A,14
1/5/2022,736,,105680-B,50.36
1/5/2022,736,,105501-A,52.4
1/5/2022,736,,105593-S,20.36
1/5/2022,736,,105409-A,36.15
1/5/2022,736,,105412-S,9.45
1/5/2022,736,,105579-B,74.28
1/5/2022,736,,105551-T,188.12
1/5/2022,736,,105418-B,20.36
1/5/2022,736,,105681-B,40.36
1/5/2022,736,,105583-B,24.2
1/5/2022,736,,105682-A,29.3
1/5/2022,736,,105466-S,9.95
1/5/2022,736,,105664-A,12.12
1/5/2022,736,,105683-B,27.52
1/5/2022,737,,105684-M,34.64
1/5/2022,738,,105685-A,14.6
1/5/2022,739,,105570-M,36.15
1/5/2022,801,,105626-S,6.02
1/5/2022,802,,105575-T,165.5
1/5/2022,804,,105686-A,24.33
1/5/2022,807,,105645-B,27.52
1/5/2022,810,,105320-IT,30.16
1/5/2022,811,,105687-S,9.09
1/5/2022,813,,105688-S,12.12
1/5/2022,814,,105344-IT,265.07
1/5/2022,815,,105602-S,8.45
1/5/2022,815,,105689-S,10.16
1/5/2022,816,,105447-M,50.96
1/5/2022,817,,105311-IT,69.9
1/5/2022,817,243,105269-IT,343.97
1/5/2022,817,,105690-A,43.3
1/5/2022,818,,105691-M,39.75
1/5/2022,819,,105287-IT,126.18
1/5/2022,819,,105614-A,20.36
1/5/2022,820,,105619-T,144
1/5/2022,822,,105268-IT,346.68
1/5/2022,822,,105692-S,10.16
1/5/2022,823,,105682-A,29.3
1/5/2022,825,,105598-T,206.16
1/5/2022,825,,105434-S,2.88
1/5/2022,825,,105577-T,215.77
1/5/2022,826,,105273-IT,303.52
1/5/2022,827,,105302-IT,77.36
1/5/2022,828,,105447-M,50.96
1/5/2022,828,,105530-B,20.36
1/5/2022,830,,105257-IT,715
1/5/2022,831,,105252-IT,815
1/5/2022,831,,105644-A,16.6
